No.;Gene name;Oncogene or Tumor Suppresson gene
;CCNJL;#N/A
;VSNL1;#N/A
;NTM;#N/A
;KLF16;#N/A
;SETD4;#N/A
;CPVL;#N/A
;TFIP11;#N/A
;GLYAT;#N/A
;AMPH;#N/A
;MAGEA10;#N/A
;PMPCA;#N/A
;AHCYL1;#N/A
;AATK;#N/A
;C1QC;#N/A
;RSAD1;#N/A
;MIIP;#N/A
;S100A2;#N/A
;DIDO1;#N/A
;TOX4;#N/A
;STMN4;#N/A
;DDHD2;#N/A
;TIMM17B;#N/A
;CDKAL1;#N/A
;PTP4A3;#N/A
;LYRM2;#N/A
;ANKRD52;#N/A
;TGFBR3;#N/A
;ABCF2;#N/A
;ARF5;#N/A
;ANKRD12;#N/A
;SAFB;#N/A
;TSGA10IP;#N/A
;HECTD1;#N/A
;PHF20L1;#N/A
;SENP5;#N/A
;MARCHF6;#N/A
;ACAA1;#N/A
;THAP7;#N/A
;MAPRE2;#N/A
;LUC7L3;#N/A
;TEKT4;#N/A
;USO1;#N/A
;ALMS1;#N/A
;TNPO3;#N/A
;UPK2;#N/A
;BUD31;#N/A
;POTEF;#N/A
;SEPTIN3;#N/A
;EPB41L2;#N/A
;SULT1A2;#N/A
;HYOU1;#N/A
;FCGR3B;#N/A
;OR5F1;#N/A
;MED11;#N/A
;DUS3L;#N/A
;TTBK2;#N/A
;MCPH1;#N/A
;LCN15;#N/A
;MTHFD2;x
;DDX42;#N/A
;DPYSL3;#N/A
;SNTB1;#N/A
;TCAP;#N/A
;MZT1;#N/A
;ITM2B;#N/A
;TAGLN;#N/A
;CRY1;#N/A
;EIF3M;#N/A
;SLC25A21;#N/A
;ATCAY;#N/A
;C1QL1;#N/A
;CLEC12A;#N/A
;KIF15;#N/A
;C9;#N/A
;C5orf22;#N/A
;DPPA4;#N/A
;CTU2;#N/A
;SUN2;#N/A
;HAO1;#N/A
;EIF2B2;#N/A
;SPZ1;#N/A
;KLRB1;#N/A
;MT2A;#N/A
;MATN2;#N/A
;MYO5B;#N/A
;EHD1;#N/A
;PDLIM5;#N/A
;FAM9B;#N/A
;WDR1;#N/A
;CD69;#N/A
;PHF13;#N/A
;PPIL4;#N/A
;ATP2B4;#N/A
;BOD1L2;#N/A
;UTP15;#N/A
;PLS1;#N/A
;CLPP;#N/A
;THAP1;#N/A
;ZMYND8;#N/A
;ZBTB37;#N/A
;DDX20;#N/A
;RADIL;#N/A
;NSA2;#N/A
;ERO1B;#N/A
;APCS;#N/A
;SRP14;#N/A
;RPGRIP1;#N/A
;SAP30BP;#N/A
;EIF3K;#N/A
;SPATA2;#N/A
;AHSA1;#N/A
;TMOD2;#N/A
;NPHS1;#N/A
;SNAPIN;#N/A
;FAF1;#N/A
;CEP63;#N/A
;CCDC12;#N/A
;HEATR1;#N/A
;SYCE1;#N/A
;AKAP1;#N/A
;SRFBP1;#N/A
;SEPTIN14;#N/A
;SHOX;#N/A
;PRPF19;#N/A
;FLG2;#N/A
;TM4SF20;#N/A
;CLCA1;#N/A
;RNF115;#N/A
;ANKRD13C;#N/A
;ECPAS;#N/A
;PRTFDC1;#N/A
;EIF4EBP3;#N/A
;COLEC10;#N/A
;TPD52L2;#N/A
;AMY2A;#N/A
;BOLA3;#N/A
;LORICRIN;#N/A
;IMPACT;#N/A
;NAAA;#N/A
;PNPLA6;#N/A
;NOLC1;#N/A
;PHF14;#N/A
;OR2AG1;#N/A
;ADH1B;#N/A
;CCDC93;#N/A
;APOH;#N/A
;NGB;#N/A
;RBM17;#N/A
;TMBIM4;#N/A
;BHLHE40;#N/A
;RGL4;#N/A
;ASPRV1;#N/A
;HADHA;#N/A
;SACM1L;#N/A
;TECPR2;#N/A
;LIN7A;#N/A
;FEM1B;#N/A
;LYST;#N/A
;ARR3;#N/A
;EIF3D;#N/A
;KIR2DS2;#N/A
;TMEM11;#N/A
;CEP76;#N/A
;THY1;#N/A
;HECW2;#N/A
;SAP130;#N/A
;HSPB6;#N/A
;SLAIN2;#N/A
;ECI2;#N/A
;C1orf226;#N/A
;DPP8;#N/A
;PPP4R3A;#N/A
;TMEM68;#N/A
;DIP2A;#N/A
;CMTM5;#N/A
;NEFM;#N/A
;PIGS;#N/A
;TIMMDC1;#N/A
;ZYG11B;#N/A
;CSTA;#N/A
;LRRC4C;#N/A
;PEX5;#N/A
;PFAS;#N/A
;TNFSF8;#N/A
;BCL11B;x
;SNX2;#N/A
;BIN1;#N/A
;KCNIP4;#N/A
;PPL;#N/A
;L3MBTL3;#N/A
;SUPT7L;#N/A
;PCOLCE;#N/A
;ZNF396;#N/A
;GDPD1;#N/A
;CKM;#N/A
;INIP;#N/A
;ELP1;#N/A
;CLEC2D;#N/A
;RASSF7;#N/A
;CEP95;#N/A
;FOXN4;x
;RCAN3;#N/A
;RECQL5;#N/A
;MARK4;#N/A
;LRRC25;#N/A
;ANKRA2;#N/A
;DCD;#N/A
;NONO;#N/A
;LACTB;#N/A
;HJV;#N/A
;BICD2;#N/A
;ACBD3;#N/A
;NUDCD2;#N/A
;ADAP2;#N/A
;TRIM4;#N/A
;KLHL9;#N/A
;PCBP3;#N/A
;SORBS2;#N/A
;DCAF12;#N/A
;ZMYM1;#N/A
;MEOX1;#N/A
;ETFA;#N/A
;USP18;#N/A
;MICALL1;#N/A
;CHAMP1;#N/A
;SEPTIN8;#N/A
;LTC4S;#N/A
;SUN1;#N/A
;UBTD2;#N/A
;EDC4;#N/A
;FHL5;#N/A
;IFFO1;#N/A
;TRMT2A;#N/A
;RABGAP1;#N/A
;BFSP1;#N/A
;MAGIX;#N/A
;KXD1;#N/A
;CHML;#N/A
;TMEM161A;#N/A
;NAA50;#N/A
;OR6C70;#N/A
;EFHC1;#N/A
;IFITM3;#N/A
;SALL2;#N/A
;SCLT1;#N/A
;SERPINA1;#N/A
;SSBP2;#N/A
;CYTH1;#N/A
;HERPUD1;#N/A
;MAFA;#N/A
;STXBP4;#N/A
;WBP11;#N/A
;MRPS5;#N/A
;ACOT9;#N/A
;BTBD2;#N/A
;USP47;#N/A
;TACC1;#N/A
;GAPDHS;#N/A
;MBOAT7;#N/A
;DCP1B;#N/A
;ATN1;#N/A
;ABCC4;#N/A
;TNFRSF14;x
;SPOCK2;#N/A
;COPS7B;#N/A
;COQ9;#N/A
;PHYH;#N/A
;MRPS2;#N/A
;RABGAP1L;#N/A
;AK6;#N/A
;SLC12A2;#N/A
;MAGEA4;#N/A
;ZIC4;#N/A
;TTC3;#N/A
;PRRC2B;#N/A
;ELOF1;#N/A
;KDELR1;#N/A
;DKC1;#N/A
;FKBP2;#N/A
;FBXO28;#N/A
;TRIM21;#N/A
;CXADR;#N/A
;DNAJB8;#N/A
;ZBTB5;#N/A
;TRIM10;#N/A
;SORCS2;#N/A
;UBA6;#N/A
;C11orf68;#N/A
;PRMT3;#N/A
;SURF2;#N/A
;TOP3B;#N/A
;APBA2;#N/A
;EEF1D;#N/A
;JAGN1;#N/A
;GMNN;#N/A
;B3GNT2;#N/A
;TOMM22;#N/A
;UFC1;#N/A
;CDK5RAP3;#N/A
;S100A7;#N/A
;SH3D19;#N/A
;ZNF410;#N/A
;PLOD2;#N/A
;CCDC106;#N/A
;PITPNM3;#N/A
;RCOR2;#N/A
;RTN4IP1;#N/A
;PER3;#N/A
;CLTCL1;#N/A
;IFIT5;#N/A
;ARL6IP6;#N/A
;TRIM2;#N/A
;CCDC121;#N/A
;ZSCAN5A;#N/A
;TMOD1;#N/A
;PRPF4B;#N/A
;XRN2;#N/A
;ZC3H18;#N/A
;CDKN2AIPNL;#N/A
;NLGN2;#N/A
;EMG1;#N/A
;DHX15;#N/A
;TBC1D9B;#N/A
;HBG1;#N/A
;UBA7;#N/A
;IBTK;#N/A
;RABL2A;#N/A
;ETV1;x
;FAM136A;#N/A
;USP30;#N/A
;SGCZ;#N/A
;MRPL54;#N/A
;EPPK1;#N/A
;TRIM42;#N/A
;PUS7;#N/A
;OGFR;#N/A
;ST13;#N/A
;RFXAP;#N/A
;STAC3;#N/A
;CNTNAP3;#N/A
;IL20RA;#N/A
;CLK1;#N/A
;PPP1R2;#N/A
;DAB1;#N/A
;SCGB3A1;#N/A
;SCGB3A2;#N/A
;PLEC;#N/A
;ACY3;#N/A
;ASTE1;#N/A
;HMBOX1;#N/A
;FRY;#N/A
;SCN8A;#N/A
;MTCH1;#N/A
;UBE2Z;#N/A
;EIF2B3;#N/A
;HPCAL4;#N/A
;KDM2A;#N/A
;CLK3;#N/A
;BLVRA;#N/A
;CRCT1;#N/A
;KRTAP10-8;#N/A
;IST1;#N/A
;ADNP;#N/A
;NRDC;#N/A
;TWNK;#N/A
;EIF5B;#N/A
;PDIA2;#N/A
;MZF1;#N/A
;ABCE1;#N/A
;MYH8;#N/A
;TCERG1;#N/A
;DNTTIP1;#N/A
;LAP3;#N/A
;MCM9;#N/A
;FKBPL;#N/A
;GNL3;#N/A
;FNDC4;#N/A
;ZSCAN18;#N/A
;SCN5A;#N/A
;FRYL;#N/A
;SERPINB8;#N/A
;PRPSAP1;#N/A
;FNDC3A;#N/A
;SPAG9;#N/A
;DDX17;#N/A
;MRPL39;#N/A
;WDR36;#N/A
;PPP1R16B;#N/A
;GOLIM4;#N/A
;TMEM259;#N/A
;IFT81;#N/A
;SPARCL1;#N/A
;GEMIN2;#N/A
;COLQ;#N/A
;ATF7;#N/A
;CTH;#N/A
;ENPP4;#N/A
;RTBDN;#N/A
;HEPHL1;#N/A
;DET1;#N/A
;ITFG1;#N/A
;MLKL;#N/A
;SUGP1;#N/A
;GRIP1;#N/A
;OSBPL5;#N/A
;QRICH1;#N/A
;MUL1;#N/A
;MEPE;#N/A
;ADAM15;#N/A
;NEO1;#N/A
;YTHDC2;#N/A
;TGOLN2;#N/A
;CLCN3;#N/A
;RBM7;#N/A
;SLC25A13;#N/A
;KCNE1;#N/A
;EDC3;#N/A
;PDE4DIP;#N/A
;TWSG1;#N/A
;LRCH2;#N/A
;CHTF8;x
;UCKL1;#N/A
;FRMD5;#N/A
;CSGALNACT1;#N/A
;KLHL15;#N/A
;ORC3;#N/A
;ITIH2;#N/A
;MRPS27;#N/A
;ERG28;#N/A
;BPNT2;#N/A
;USP14;#N/A
;KHSRP;#N/A
;KYNU;#N/A
;SPG21;#N/A
;NAP1L4;#N/A
;ADAM9;#N/A
;IRF2;x
;HMGCS1;#N/A
;LIMD1;#N/A
;PFDN6;#N/A
;MBD1;#N/A
;MED29;#N/A
;C8orf82;#N/A
;TNFSF9;#N/A
;TGS1;#N/A
;API5;#N/A
;LY86;#N/A
;UBE2E2;#N/A
;AMD1;#N/A
;DLX1;#N/A
;BOLL;#N/A
;PPP6R3;#N/A
;SSBP4;#N/A
;TIAF1;#N/A
;PCYT2;#N/A
;PIGH;#N/A
;GCC1;#N/A
;ZNF22;#N/A
;MRPL38;#N/A
;TARS1;#N/A
;ROPN1;#N/A
;BBIP1;#N/A
;TPD52L1;#N/A
;CNPY4;#N/A
;FSD2;#N/A
;CYTIP;#N/A
;FOXP4;#N/A
;BLMH;#N/A
;CTDSP1;#N/A
;RNF170;#N/A
;NAIP;#N/A
;GCDH;#N/A
;ALKBH4;#N/A
;ZCCHC17;#N/A
;PARN;#N/A
;MRPS31;#N/A
;MMRN1;#N/A
;SENP7;#N/A
;TRIM26;#N/A
;FLG;#N/A
;PRPS1;#N/A
;CDH15;#N/A
;TFPT;#N/A
;CIDEA;#N/A
;PRSS35;#N/A
;RCN1;#N/A
;WDR62;#N/A
;CCDC85C;#N/A
;SURF4;#N/A
;LMF1;#N/A
;NEB;#N/A
;SCOC;#N/A
;RAB6A;#N/A
;DPH1;#N/A
;TRAPPC12;#N/A
;RNF25;#N/A
;FAHD2A;#N/A
;STAU2;#N/A
;BBS1;#N/A
;C11orf58;#N/A
;PLOD3;#N/A
;UBXN2B;#N/A
;WFDC5;#N/A
;CLK4;#N/A
;REEP6;#N/A
;ALG10B;#N/A
;AHNAK;#N/A
;QPCT;#N/A
;SH2D3C;#N/A
;TRIM3;#N/A
;TXNDC9;#N/A
;DAZL;#N/A
;SREBF2;#N/A
;MYOT;#N/A
;SPAG8;#N/A
;RPP38;#N/A
;LENG1;#N/A
;GRIA4;#N/A
;MRPL41;#N/A
;TMEM161B;#N/A
;BBS4;#N/A
;CASQ2;#N/A
;NFS1;#N/A
;RRP9;#N/A
;GLYR1;#N/A
;SPATA20;#N/A
;TBC1D10A;#N/A
;FBXO38;#N/A
;CDC37L1;#N/A
;TSHZ3;#N/A
;VBP1;#N/A
;CCDC28B;#N/A
;SYN1;#N/A
;MAL2;x
;DUSP14;#N/A
;SRA1;#N/A
;TNIP1;#N/A
;CCDC82;#N/A
;TRPC4AP;#N/A
;CD300LF;#N/A
;TIGD6;#N/A
;FBLN2;#N/A
;GDF5;#N/A
;RBAK;#N/A
;UBE2D4;#N/A
;XDH;#N/A
;TEX15;#N/A
;UBA3;#N/A
;EID3;#N/A
;STK36;#N/A
;CLEC18A;#N/A
;SPSB3;#N/A
;SARAF;#N/A
;KLHDC10;#N/A
;ARG1;#N/A
;XPOT;#N/A
;NOL3;#N/A
;EPHA5;#N/A
;AUP1;#N/A
;SOX14;#N/A
;SOX21;#N/A
;ANKRD13A;#N/A
;FAM199X;#N/A
;GPATCH8;#N/A
;GHDC;#N/A
;JRKL;#N/A
;FOCAD;#N/A
;CSE1L;#N/A
;KCTD10;#N/A
;PCBD1;#N/A
;A4GNT;#N/A
;ZMYM3;x
;TNFRSF6B;#N/A
;SBF1;#N/A
;DNAJB6;#N/A
;MBOAT1;#N/A
;CSRP3;#N/A
;SSBP3;#N/A
;WDR75;#N/A
;C19orf25;#N/A
;MMP14;#N/A
;HAL;#N/A
;MVP;#N/A
;PRKRIP1;#N/A
;NPHP3;#N/A
;LRCH3;#N/A
;WDR3;#N/A
;PI4K2B;#N/A
;FPGS;#N/A
;FAM126B;#N/A
;CDKN2AIP;#N/A
;CELF2;#N/A
;TOE1;#N/A
;DIS3L;#N/A
;COMMD8;#N/A
;VASN;#N/A
;PHF23;#N/A
;POLR2M;#N/A
;MRPS16;#N/A
;KIF1B;#N/A
;BBOX1;#N/A
;SNX17;#N/A
;STX18;#N/A
;SCGN;#N/A
;XYLT1;#N/A
;SEMG2;#N/A
;MRPL40;#N/A
;IMP4;#N/A
;ATP5MF;#N/A
;LPA;#N/A
;PAIP1;#N/A
;MYH1;#N/A
;RAP1GDS1;#N/A
;PRDX6;#N/A
;GPN1;#N/A
;FAAH;#N/A
;CCDC90B;#N/A
;FBXW8;#N/A
;RBM39;#N/A
;RPA4;#N/A
;RAB2A;#N/A
;PGLS;#N/A
;MRC2;#N/A
;EXOSC7;#N/A
;NFRKB;#N/A
;NSMCE1;#N/A
;PTER;#N/A
;EXOSC8;#N/A
;MXD1;#N/A
;FAM219A;#N/A
;EMC7;#N/A
;HBE1;#N/A
;HIC2;#N/A
;PRPF3;#N/A
;DCP2;#N/A
;TCTN3;#N/A
;NUBP1;#N/A
;CEP44;#N/A
;UBE2W;#N/A
;ZNFX1;#N/A
;SNAI3;#N/A
;RAB32;#N/A
;CLIC5;#N/A
;SPA17;#N/A
;SRSF8;#N/A
;NPR3;#N/A
;MBD4;x
;NRAP;#N/A
;RNF181;#N/A
;DIS3;x
;COG8;#N/A
;TMEM139;#N/A
;ZFC3H1;#N/A
;DDX1;#N/A
;ARL6IP5;#N/A
;KCNV2;#N/A
;HDLBP;#N/A
;FAM124B;#N/A
;CAMSAP2;#N/A
;CEP152;#N/A
;RNF220;#N/A
;RCN2;#N/A
;ICAM5;#N/A
;FLYWCH1;#N/A
;NOP14;#N/A
;WEE1;#N/A
;WARS2;#N/A
;SORL1;#N/A
;HBA1;#N/A
;CHD9;#N/A
;TNNI1;#N/A
;COL8A1;#N/A
;BMP1;#N/A
;SGCA;#N/A
;HNRNPDL;#N/A
;DCAF15;#N/A
;ACADL;#N/A
;SLN;#N/A
;DTX3;#N/A
;HNRNPLL;#N/A
;AP1G2;#N/A
;MON2;#N/A
;NLGN1;#N/A
;CSNK1G1;#N/A
;A2ML1;#N/A
;ARL3;#N/A
;RMDN3;#N/A
;KCTD12;#N/A
;UBLCP1;#N/A
;KLHL23;#N/A
;SETMAR;#N/A
;RASSF8;#N/A
;TMEM39A;#N/A
;SP110;#N/A
;MDN1;#N/A
;MRPS21;#N/A
;HSD11B1;#N/A
;HOXD9;#N/A
;SEPTIN2;#N/A
;OSGIN1;#N/A
;TET2;x
;RELT;#N/A
;PRDM2;#N/A
;MRFAP1L1;#N/A
;SNX9;#N/A
;FAM177A1;#N/A
;EPRS1;#N/A
;ZC3H13;#N/A
;LIME1;#N/A
;PBXIP1;#N/A
;SEPHS2;#N/A
;MID2;#N/A
;HR;#N/A
;PLEKHH3;#N/A
;PUM2;#N/A
;XIRP2;#N/A
;CBX7;#N/A
;DNAJC28;#N/A
;CDK14;#N/A
;RBM12B;#N/A
;ATL2;#N/A
;RNASE13;#N/A
;IL22;#N/A
;SPAG16;#N/A
;B3GALT1;#N/A
;AFG3L2;#N/A
;SFXN3;#N/A
;CABLES1;#N/A
;DCUN1D3;#N/A
;MCOLN1;#N/A
;OSBPL10;#N/A
;HIVEP1;#N/A
;CTTNBP2NL;#N/A
;CCDC102A;#N/A
;RNASEH2B;x
;TBC1D9;#N/A
;UNC119B;#N/A
;DLST;#N/A
;DNASE2B;#N/A
;SERPINH1;#N/A
;PPP1R1A;#N/A
;SHE;#N/A
;DNAJC5;#N/A
;DCAF16;#N/A
;MYH7B;#N/A
;CTDSPL2;#N/A
;GC;#N/A
;COG3;#N/A
;SNRPA;#N/A
;PACSIN2;#N/A
;SF1;#N/A
;FOXR2;#N/A
;COBLL1;#N/A
;PHPT1;#N/A
;PPP1R15B;#N/A
;CD99L2;#N/A
;CHST15;#N/A
;MYOZ2;#N/A
;GABPB1;#N/A
;C16orf87;#N/A
;BSN;#N/A
;STX8;#N/A
;ANO3;#N/A
;TMBIM6;#N/A
;TTC1;#N/A
;GMPS;#N/A
;GPR180;#N/A
;GORASP1;#N/A
;KCNRG;#N/A
;LDB3;#N/A
;CCDC14;#N/A
;CSTB;#N/A
;EDA2R;#N/A
;NPAS4;#N/A
;ARL5B;#N/A
;CBFA2T2;#N/A
;PTCD1;#N/A
;YTHDC1;#N/A
;AFF1;#N/A
;NPPC;#N/A
;CAPZA1;#N/A
;NCAPD3;#N/A
;PTDSS1;#N/A
;KCNA1;#N/A
;SERPINA5;#N/A
;DHX58;#N/A
;MERTK;x
;ZNF827;#N/A
;PER1;#N/A
;TIMM17A;#N/A
;LEMD2;#N/A
;SEPHS1;#N/A
;EIF2B5;#N/A
;SYTL4;#N/A
;ZFR;#N/A
;PUM1;#N/A
;MOCOS;#N/A
;ANKS6;#N/A
;NUB1;#N/A
;MEST;#N/A
;WDR82;#N/A
;RAI14;#N/A
;ORC5;#N/A
;MED9;#N/A
;OTUD6B;#N/A
;PLXNB2;#N/A
;EXOSC9;#N/A
;IPCEF1;#N/A
;IDH3B;#N/A
;L1CAM;#N/A
;NLRC5;#N/A
;MMP28;#N/A
;FAM13C;#N/A
;ZBED1;#N/A
;SCCPDH;#N/A
;ASGR1;#N/A
;RAB40B;#N/A
;TCOF1;#N/A
;ZNF638;#N/A
;PIGU;#N/A
;DDAH2;#N/A
;ANKMY2;#N/A
;SDF2L1;#N/A
;STX10;#N/A
;DUSP19;#N/A
;NRF1;#N/A
;DENND2D;#N/A
;CDH6;#N/A
;NENF;#N/A
;RYR2;#N/A
;SCN1A;#N/A
;WBP1;#N/A
;FARSB;#N/A
;TFR2;#N/A
;MRPL37;#N/A
;CLSTN1;#N/A
;RNF13;#N/A
;PIGP;#N/A
;BLZF1;#N/A
;HNRNPUL1;#N/A
;PCDH9;#N/A
;SCAP;#N/A
;ZSCAN2;#N/A
;RPGR;#N/A
;SEMG1;#N/A
;SPRYD4;#N/A
;SULT2A1;#N/A
;APLP2;#N/A
;MAP7D2;#N/A
;C12orf4;#N/A
;XPNPEP3;#N/A
;PTCD3;#N/A
;CNN1;#N/A
;ODR4;#N/A
;NMRK2;#N/A
;POLDIP2;#N/A
;SEC61B;#N/A
;SEPTIN10;#N/A
;PANK4;#N/A
;ATP5ME;#N/A
;TSNARE1;#N/A
;PABPC4;#N/A
;N4BP2;#N/A
;ME1;#N/A
;SOAT1;#N/A
;FBLN1;#N/A
;MRPS35;#N/A
;MAFF;#N/A
;TNNC2;#N/A
;DNPEP;#N/A
;USE1;#N/A
;MACF1;#N/A
;OAZ1;#N/A
;EPS8;#N/A
;UNC45B;#N/A
;COLEC12;#N/A
;CLEC2A;#N/A
;COG5;#N/A
;ANKRD40;#N/A
;ARX;#N/A
;EVI5;#N/A
;SUB1;#N/A
;URM1;#N/A
;CLASRP;#N/A
;HSPA12A;#N/A
;BMP2K;#N/A
;GALC;#N/A
;TRIT1;#N/A
;LARP1;#N/A
;KIF27;#N/A
;RALGAPB;#N/A
;KLHDC2;#N/A
;DIP2B;#N/A
;TMEM186;#N/A
;BPGM;#N/A
;DNAJC21;#N/A
;GOLGA5;#N/A
;AQR;#N/A
;KIAA2013;#N/A
;ZBTB38;#N/A
;NPDC1;#N/A
;KANSL1;#N/A
;RSPH9;#N/A
;MYOZ1;#N/A
;SMG8;#N/A
;PRSS50;#N/A
;KIAA0319L;#N/A
;SYNJ1;#N/A
;TMCO6;#N/A
;PTPRS;x
;ZDHHC18;#N/A
;TMPRSS15;#N/A
;RAB3B;#N/A
;CLINT1;#N/A
;MIER1;#N/A
;PATZ1;#N/A
;TUBGCP2;#N/A
;TRDN;#N/A
;PNPO;#N/A
;FOXI1;#N/A
;CELA2B;#N/A
;SHMT1;#N/A
;TSPAN4;#N/A
;NCS1;#N/A
;HMGXB4;#N/A
;ASAP1;#N/A
;ABT1;#N/A
;TCTN2;#N/A
;ABRA;#N/A
;HERC6;#N/A
;KLHL14;#N/A
;MED18;#N/A
;BRMS1L;#N/A
;RNF24;#N/A
;DECR1;#N/A
;PNRC2;#N/A
;LYRM7;#N/A
;RRP7A;#N/A
;CALB1;#N/A
;BET1L;#N/A
;SLC35B2;#N/A
;MRPS15;#N/A
;EXOC3;#N/A
;PTPN9;#N/A
;AKAP6;#N/A
;HPS5;#N/A
;PLXNC1;#N/A
;FKBP6;#N/A
;SCAMP3;#N/A
;RMND1;#N/A
;DNAJC4;#N/A
;SYNE2;#N/A
;STXBP3;#N/A
;ARMC2;#N/A
;PPP6R2;#N/A
;HELQ;#N/A
;HOXA13;#N/A
;MAP7D1;#N/A
;EXOSC10;#N/A
;ELSPBP1;#N/A
;PALD1;#N/A
;ROPN1B;#N/A
;PALLD;#N/A
;ART3;#N/A
;TTC37;#N/A
;KLHL11;#N/A
;MRFAP1;#N/A
;KLK11;#N/A
;IKZF2;#N/A
;UPF2;#N/A
;PZP;#N/A
;SERPINB11;#N/A
;ZNF609;#N/A
;SF3B2;x
;SLC35E1;#N/A
;ANKRD13B;#N/A
;CST4;#N/A
;ACE;#N/A
;NCOA5;#N/A
;MRPL49;#N/A
;MTIF2;#N/A
;SPECC1L;#N/A
;PEG10;#N/A
;GRIK2;#N/A
;EDEM1;#N/A
;C5orf24;#N/A
;WDR83OS;#N/A
;RAPH1;#N/A
;SCNN1A;#N/A
;INSIG1;#N/A
;TMEM129;#N/A
;NINL;#N/A
;SULT1A1;#N/A
;CISD3;#N/A
;MEA1;#N/A
;GAS7;#N/A
;RCN3;#N/A
;PNPLA1;#N/A
;MAK16;#N/A
;CCDC167;#N/A
;SH3BP2;#N/A
;HSPB7;#N/A
;ZBTB2;#N/A
;ICA1;#N/A
;TNRC18;#N/A
;SAAL1;#N/A
;UBASH3B;#N/A
;PTPA;#N/A
;UTP14A;#N/A
;TRMT6;#N/A
;ZNF91;#N/A
;SRGN;#N/A
;OSBPL9;#N/A
;CD300C;#N/A
;VAMP7;#N/A
;RBM28;#N/A
;COG4;#N/A
;SPATA5L1;#N/A
;SAFB2;#N/A
;AICDA;#N/A
;CMTM3;#N/A
;MYF6;#N/A
;PLXNA2;#N/A
;HSPA4L;#N/A
;JADE1;#N/A
;VPS8;#N/A
;PKIG;#N/A
;ATAD3B;#N/A
;ZER1;#N/A
;CBWD3;#N/A
;DYNLRB1;#N/A
;TUBGCP4;#N/A
;ARL10;#N/A
;CARD8;#N/A
;TPP2;#N/A
;AKAP8L;#N/A
;MAGED2;#N/A
;TXLNA;#N/A
;SPAG7;#N/A
;KIAA1328;#N/A
;IFT74;#N/A
;COBL;#N/A
;RUFY1;#N/A
;CYTH2;#N/A
;AK4;#N/A
;MLEC;#N/A
;SF3A1;#N/A
;PIGA;x
;SFMBT1;#N/A
;THAP11;#N/A
;MYO1D;#N/A
;GYPB;#N/A
;RETSAT;#N/A
;PTPRD;x
;RAB17;#N/A
;ZNF292;x
;HAUS5;#N/A
;SERPINB2;#N/A
;EI24;#N/A
;PADI3;#N/A
;SIRT4;#N/A
;ZMYM6;#N/A
;HNRNPR;#N/A
;PDC;#N/A
;HSPB8;#N/A
;DHX16;#N/A
;AP3S1;#N/A
;ZNF280D;#N/A
;RBM12;#N/A
;NUTF2;#N/A
;SLC25A12;#N/A
;NOL10;#N/A
;TSSK1B;#N/A
;AURKC;#N/A
;F5;#N/A
;PPP1R11;#N/A
;RSBN1L;#N/A
;NDOR1;#N/A
;GBA2;#N/A
;ACIN1;#N/A
;FBXW2;#N/A
;ZNF629;#N/A
;MESD;#N/A
;BTBD1;#N/A
;USP3;#N/A
;COG6;#N/A
;UBA2;#N/A
;OSTM1;#N/A
;NEK9;#N/A
;QRSL1;#N/A
;DDX18;#N/A
;SEPTIN5;#N/A
;PAM16;#N/A
;CCDC59;#N/A
;ZBTB24;#N/A
;PLEKHA3;#N/A
;ATP8B2;#N/A
;ISL2;#N/A
;GTPBP3;#N/A
;HAUS6;#N/A
;KLHL13;#N/A
;ACLY;#N/A
;NUDT18;#N/A
;SLC35G2;#N/A
;RGPD6;#N/A
;GJB1;#N/A
;PHLDB2;#N/A
;SPIN2B;#N/A
;SCAMP1;#N/A
;OMA1;#N/A
;ELP3;#N/A
;RPP25;#N/A
;SLC25A1;#N/A
;GAD1;#N/A
;PFKFB1;#N/A
;PACRG;#N/A
;MRM1;#N/A
;SNRNP27;#N/A
;MYO1B;#N/A
;IFT46;#N/A
;HLF;#N/A
;NGRN;#N/A
;FMR1NB;#N/A
;ZNF784;#N/A
;EPB42;#N/A
;ARID3B;x
;SP7;#N/A
;PYCR3;#N/A
;ADA;#N/A
;C17orf49;#N/A
;PNO1;#N/A
;DMTN;#N/A
;LGALS2;#N/A
;RIOK1;#N/A
;POF1B;#N/A
;FASTK;#N/A
;EXOC6;#N/A
;CRYZL1;#N/A
;PCDH17;#N/A
;ZG16B;#N/A
;SDAD1;#N/A
;WDR13;#N/A
;RIC3;#N/A
;ACTR8;#N/A
;PIEZO1;#N/A
;PSG1;#N/A
;LRBA;#N/A
;PTGFRN;#N/A
;STX11;#N/A
;EPPIN-WFDC6;#N/A
;PDZD2;#N/A
;RTN2;#N/A
;FAM163B;#N/A
;SENP3;#N/A
;INVS;#N/A
;GMPPA;#N/A
;CRYGB;#N/A
;CPNE4;#N/A
;ALLC;#N/A
;HNRNPH3;#N/A
;BRWD1;#N/A
;TTC17;#N/A
;IKZF4;#N/A
;CLIC4;#N/A
;SLC25A46;#N/A
;EIF4A1;#N/A
;EFEMP1;#N/A
;TSPYL1;#N/A
;KCNK16;#N/A
;TACC2;#N/A
;CDK5RAP1;#N/A
;SSB;#N/A
;BZW1;#N/A
;SAMD4B;#N/A
;NFIA;#N/A
;PRMT8;#N/A
;SF3A3;#N/A
;TEP1;#N/A
;HLA-DQB2;#N/A
;RPH3AL;#N/A
;CARD10;#N/A
;TOMM20;#N/A
